donor	receiver	compound	mass_rate	rate	frequency	community	medium
CH9-bin.1	CH9-bin.6	M_ura_e	3.564928201142025e-05	0.00031805123905462605	1.0	CM_X	SC1_X
CH9-bin.1	CH9-bin.6	M_gua_e	3.5179945682936456e-05	0.0002327856818913002	1.0	CM_X	SC1_X
CH9-bin.0	CH9-bin.2	M_rib__D_e	3.4403534737195545e-05	0.00022915905759491331	0.9	CM_X	SC1_X
CH9-bin.4	CH9-bin.5	M_arg__L_e	2.8550135025105235e-05	0.00016294967204810067	0.5	CM_X	SC1_X
CH14-bin.0	CH14-bin.1	M_h2s_e	2.6202215477645114e-05	0.0007688263033040632	0.3	CD_X	SC1_X
CH3-bin.2	CH3-bin.0	M_rib__D_e	2.5620759809978507e-05	0.00017065773089218646	0.1	M_X	SC1_X
CH9-bin.2	CH9-bin.4	M_succ_e	2.5126191139632953e-05	0.00021647073488552756	1.0	CM_X	SC1_X
CH14-bin.4	CH14-bin.2	M_quin_e	2.422756964026079e-05	0.00012674093834457947	1.0	CD_X	SC1_X
environment	CH14-bin.2	M_cys__L_e	2.036276034866493e-05	0.0001680679538739523	0.8	CD_X	SC1_X
CH14-bin.0	CH14-bin.2	M_ura_e	1.9898305002543666e-05	0.00017752617175062553	0.4	CD_X	SC1_X
CH9-bin.1	CH9-bin.5	M_gua_e	1.9736580123347684e-05	0.00013059694018925728	0.8	CM_X	SC1_X
CH3-bin.2	CH3-bin.1	M_h2s_e	1.8534424177983583e-05	0.0005438377085626976	0.7	M_X	SC1_X
CH3-bin.1	environment	M_ch4s_e	1.7928450660029343e-05	0.00037267630193399637	0.5	M_X	SC1_X
CH9-bin.5	CH9-bin.6	M_arg__L_e	1.701079684561161e-05	9.708898976596209e-05	0.5	CM_X	SC1_X
CH9-bin.0	CH9-bin.4	M_12ppd__R_e	1.6505032609651045e-05	0.00021690292164111338	0.2	CM_X	SC1_X
CH9-bin.4	CH9-bin.5	M_ppa_e	1.584918324548481e-05	0.00021690292164111338	0.2	CM_X	SC1_X
CH9-bin.4	CH9-bin.5	M_lys__L_e	1.567374412980191e-05	0.00010648292929851444	0.7	CM_X	SC1_X
CH9-bin.4	CH9-bin.1	M_co2_e	1.4398678249613725e-05	0.0003271720480717509	0.7	CM_X	SC1_X
CH9-bin.1	CH9-bin.2	M_gua_e	1.3706063336321514e-05	9.069301381379044e-05	1.0	CM_X	SC1_X
CH9-bin.1	CH9-bin.4	M_gua_e	1.2799427622542313e-05	8.469380577744986e-05	0.9	CM_X	SC1_X
CH9-bin.1	CH9-bin.5	M_ura_e	1.1505213899835824e-05	0.00010264575694004301	0.5	CM_X	SC1_X
CH9-bin.4	CH9-bin.1	M_lys__L_e	1.1362131095418899e-05	7.719106501257109e-05	0.1	CM_X	SC1_X
CH9-bin.5	CH9-bin.1	M_lys__L_e	1.1362131095418899e-05	7.719106501257109e-05	0.1	CM_X	SC1_X
CH9-bin.4	CH9-bin.2	M_lys__L_e	1.0246611042720166e-05	6.961254121386112e-05	0.5	CM_X	SC1_X
CH9-bin.5	CH9-bin.2	M_lys__L_e	1.0246611042720164e-05	6.961254121386112e-05	0.3	CM_X	SC1_X
CH14-bin.1	CH14-bin.4	M_gua_e	9.760596879554406e-06	6.458586436576658e-05	1.0	CD_X	SC1_X
CH14-bin.1	CH14-bin.4	M_ura_e	9.65137882276434e-06	8.610644646875131e-05	0.9	CD_X	SC1_X
CH9-bin.5	CH9-bin.4	M_lys__L_e	9.583152992111118e-06	6.510519720527761e-05	0.3	CM_X	SC1_X
CH14-bin.0	CH14-bin.2	M_h2s_e	8.261079223539757e-06	0.000242396869308812	0.8	CD_X	SC1_X
CH9-bin.1	CH9-bin.2	M_ura_e	7.521460782989395e-06	6.710401406581514e-05	1.0	CM_X	SC1_X
CH9-bin.1	CH9-bin.4	M_ura_e	7.034453548303748e-06	6.275909473838753e-05	1.0	CM_X	SC1_X
CH9-bin.5	CH9-bin.4	M_arg__L_e	5.709452198299455e-06	3.2586653704758594e-05	0.2	CM_X	SC1_X
CH3-bin.1	CH3-bin.0	M_acald_e	5.413743376628391e-06	0.00012289326748663842	0.2	M_X	SC1_X
CH14-bin.0	CH14-bin.1	M_thym_e	5.1534002313558455e-06	4.086332213985577e-05	0.1	CD_X	SC1_X
CH3-bin.2	CH3-bin.0	M_gua_e	5.113863981630792e-06	3.38384352492246e-05	1.0	M_X	SC1_X
CH3-bin.2	CH3-bin.0	M_ura_e	5.100107142626514e-06	4.550148851536681e-05	1.0	M_X	SC1_X
CH9-bin.1	CH9-bin.6	M_h2s_e	4.969050198561012e-06	0.00014580204098967785	1.0	CM_X	SC1_X
CH14-bin.4	CH14-bin.1	M_thym_e	4.453248897185724e-06	3.5311548896868944e-05	0.1	CD_X	SC1_X
CH9-bin.4	CH9-bin.5	M_orn__L_e	4.339512535216774e-06	3.2586653704758594e-05	0.2	CM_X	SC1_X
CH14-bin.0	CH14-bin.4	M_ura_e	3.887565410971521e-06	3.4683587609683235e-05	0.4	CD_X	SC1_X
CH14-bin.1	CH14-bin.2	M_h2s_e	3.795487532518133e-06	0.00011136732507799506	0.5	CD_X	SC1_X
CH9-bin.2	CH9-bin.1	M_co2_e	3.524074532919793e-06	8.007531403264733e-05	0.7	CM_X	SC1_X
CH3-bin.1	CH3-bin.0	M_met__D_e	3.2117284152531904e-06	2.1524757341810757e-05	0.9	M_X	SC1_X
CH9-bin.0	CH9-bin.6	M_h2s_e	3.0939706087811495e-06	9.078339149260435e-05	1.0	CM_X	SC1_X
CH9-bin.1	CH9-bin.4	M_xyl__D_e	3.0109044133512147e-06	2.005538160955185e-05	0.2	CM_X	SC1_X
environment	CH14-bin.4	M_cys__L_e	2.9648263429159196e-06	2.447076371343445e-05	1.0	CD_X	SC1_X
