donor	receiver	compound	mass_rate	rate	frequency	community	medium
CH14-bin.1	environment	M_ibt_e	0.0003641522447209742	0.004181001214979801	0.004	CD_X	SC1_X
CH9-bin.5	environment	M_co2_e	0.00035999840694799434	0.00818001583630794	0.688	CM_X	SC1_X
CH9-bin.5	CH9-bin.0	M_lys__L_e	0.00035181951933599095	0.0023901610676456252	0.058	CM_X	SC1_X
CH14-bin.0	CH14-bin.2	M_co2_e	0.0003442685508978684	0.00782259627802789	0.707	CD_X	SC1_X
CH9-bin.0	CH9-bin.1	M_acald_e	0.00034121717077847323	0.007745711261553814	0.059	CM_X	SC1_X
CH9-bin.1	CH9-bin.4	M_acald_e	0.0003307228365036765	0.0075074873674005616	0.014	CM_X	SC1_X
CH14-bin.2	CH14-bin.1	M_mal__L_e	0.0003306776479871485	0.002503779379844149	0.039	CD_X	SC1_X
CH14-bin.4	CH14-bin.0	M_lac__L_e	0.00032564138710576747	0.0036560246807084726	0.015	CD_X	SC1_X
CH9-bin.0	CH9-bin.1	M_actn__R_e	0.00032216798117185144	0.003656645054206484	0.001	CM_X	SC1_X
CH9-bin.4	CH9-bin.1	M_btd_RR_e	0.0003175424954166299	0.003523528420989539	0.087	CM_X	SC1_X
CH14-bin.2	CH14-bin.4	M_mal__L_e	0.0003174067747274958	0.0024032968131442226	0.592	CD_X	SC1_X
CH9-bin.1	CH9-bin.2	M_mal__L_e	0.0003155518660223966	0.002389252071397718	0.717	CM_X	SC1_X
environment	CH3-bin.0	M_xylan4_e	0.0003138273916958681	0.0004349119736224494	0.996	M_X	SC1_X
CH9-bin.4	environment	M_co2_e	0.0003129016475967005	0.007109865997039286	0.937	CM_X	SC1_X
CH3-bin.1	environment	M_actn__R_e	0.0003124293247598042	0.003546110141102462	0.001	M_X	SC1_X
CH9-bin.5	CH9-bin.0	M_arg__L_e	0.00031134090347192185	0.0017769757681109965	0.588	CM_X	SC1_X
CH9-bin.4	environment	M_2mpa_e	0.00030497097827238855	0.00350151358168188	0.207	CM_X	SC1_X
CH9-bin.5	CH9-bin.2	M_glyc_e	0.00030211446480068457	0.0032805188726748847	0.012	CM_X	SC1_X
CH14-bin.1	environment	M_4hba_e	0.00030206838077011017	0.0024333488331842517	0.922	CD_X	SC1_X
CH9-bin.0	CH9-bin.2	M_acald_e	0.0002909499529354954	0.006604633412379243	0.021	CM_X	SC1_X
CH9-bin.4	CH9-bin.0	M_arg__L_e	0.00028888258721407746	0.0016487951039652659	0.624	CM_X	SC1_X
CH3-bin.2	CH3-bin.0	M_xyl__D_e	0.0002856142532882555	0.0019024525712018992	0.762	M_X	SC1_X
CH9-bin.4	CH9-bin.0	M_acald_e	0.0002820794590920331	0.0064032710838009535	0.004	CM_X	SC1_X
CH3-bin.1	CH3-bin.0	M_acald_e	0.00027660449571498773	0.006278988107685114	0.254	M_X	SC1_X
CH9-bin.2	CH9-bin.5	M_glyc_e	0.0002759162615583865	0.0029960449060833444	0.051	CM_X	SC1_X
CH9-bin.0	environment	M_pheme_e	0.0002711129206360153	0.0004412141071056258	1.0	CM_X	SC1_X
CH9-bin.0	environment	M_h2s_e	0.00026150908221378135	0.007673208440347098	0.995	CM_X	SC1_X
CH3-bin.2	CH3-bin.0	M_acald_e	0.0002577492105694217	0.005850968632115885	0.291	M_X	SC1_X
CH9-bin.1	CH9-bin.0	M_gua_e	0.0002572272882327186	0.0017020728295594506	0.999	CM_X	SC1_X
CH3-bin.2	environment	M_fald_e	0.00025432942944356764	0.008470334925633125	0.029	M_X	SC1_X
CH14-bin.1	environment	M_ppa_e	0.0002500479384700094	0.0034220140914790315	0.001	CD_X	SC1_X
CH9-bin.1	CH9-bin.4	M_btd_RR_e	0.00024981219704500133	0.002771976629594136	0.006	CM_X	SC1_X
CH3-bin.1	CH3-bin.2	M_gua_e	0.0002486978172082753	0.0016456333243228015	0.001	M_X	SC1_X
CH14-bin.2	CH14-bin.1	M_asp__D_e	0.00024317674047175127	0.0018409300952859605	0.001	CD_X	SC1_X
CH9-bin.1	environment	M_co_e	0.00024261942773417944	0.008661855107057076	0.065	CM_X	SC1_X
CH14-bin.2	CH14-bin.1	M_glyc_e	0.00023498036063281815	0.0025515412122768507	0.061	CD_X	SC1_X
CH14-bin.2	CH14-bin.0	M_glyc_e	0.00023454022647207264	0.002546762002443958	0.17	CD_X	SC1_X
CH9-bin.0	CH9-bin.5	M_acald_e	0.0002183535935286644	0.004956678717360789	0.054	CM_X	SC1_X
CH9-bin.0	CH9-bin.1	M_co2_e	0.000209130754276995	0.004751945699837421	0.526	CM_X	SC1_X
CH9-bin.1	CH9-bin.4	M_xyl__D_e	0.0002087408374421422	0.0013904051997917942	0.038	CM_X	SC1_X
CH3-bin.1	CH3-bin.2	M_met__D_e	0.00019821329336775425	0.0013284102794618505	0.007	M_X	SC1_X
CH9-bin.2	CH9-bin.0	M_orn_e	0.0001903790890657898	0.0014296115975395807	0.087	CM_X	SC1_X
CH14-bin.0	CH14-bin.1	M_ura_e	0.00018684256151981442	0.0016669482482278382	0.149	CD_X	SC1_X
CH3-bin.2	environment	M_gcald_e	0.00017678249051351918	0.0029438333324483057	1.0	M_X	SC1_X
CH9-bin.1	CH9-bin.0	M_ura_e	0.00016401773899923352	0.0014633126439666606	0.552	CM_X	SC1_X
CH14-bin.1	CH14-bin.4	M_asp__D_e	0.00014201443762940847	0.0010750972798217072	0.993	CD_X	SC1_X
CH9-bin.0	environment	M_15dap_e	0.00014079603362140985	0.001351296423296026	0.271	CM_X	SC1_X
CH3-bin.1	environment	M_h2s_e	0.00013292068290483578	0.0039001632269440797	0.033	M_X	SC1_X
CH9-bin.5	CH9-bin.4	M_glyc_e	0.0001310110682718259	0.0014225875688493317	0.022	CM_X	SC1_X
CH9-bin.0	CH9-bin.1	M_rib__D_e	0.00012919706921893658	0.000860570835305097	0.524	CM_X	SC1_X
CH9-bin.0	CH9-bin.2	M_rib__D_e	0.00012908614325855654	0.0008598319667923795	0.934	CM_X	SC1_X
CH9-bin.1	CH9-bin.5	M_xyl__D_e	0.00012622554287981903	0.0008407777477432418	0.039	CM_X	SC1_X
CH14-bin.2	CH14-bin.4	M_asp__D_e	0.0001233435792832575	0.0009337525732203652	0.006	CD_X	SC1_X
CH9-bin.1	CH9-bin.2	M_acald_e	0.00012311184589097575	0.0027946683016356827	0.001	CM_X	SC1_X
CH14-bin.1	CH14-bin.0	M_gcald_e	0.00012067960360194557	0.0020095917791297766	0.169	CD_X	SC1_X
CH3-bin.2	CH3-bin.0	M_glyc_e	0.00012056034486204632	0.001309108078876862	0.001	M_X	SC1_X
CH14-bin.0	environment	M_h2_e	0.000119747015671517	0.0594042145408855	0.415	CD_X	SC1_X
CH9-bin.0	environment	M_5drib_e	0.00011836018461497661	0.0008824282142112516	1.0	CM_X	SC1_X
CH3-bin.0	environment	M_hxa_e	0.00011791400876866401	0.0010240044391585578	0.37	M_X	SC1_X
CH14-bin.4	environment	M_h2s_e	0.00011776756925924011	0.0034555400477465355	0.398	CD_X	SC1_X
CH9-bin.2	CH9-bin.1	M_gal_e	0.00011764748637197253	0.0006530333610425917	0.013	CM_X	SC1_X
CH9-bin.1	CH9-bin.5	M_acald_e	0.00011562332847481519	0.0026246771679821115	0.012	CM_X	SC1_X
CH14-bin.1	environment	M_gcald_e	0.00011454707462620083	0.0019074711270303446	1.0	CD_X	SC1_X
CH3-bin.0	environment	M_co2_e	0.00011234064387243176	0.00255264531231738	0.993	M_X	SC1_X
CH14-bin.0	environment	M_pta_e	0.00011230408792645128	0.0011105647943646206	0.004	CD_X	SC1_X
CH14-bin.4	environment	M_ppa_e	0.00010296991476775323	0.0014091877801100476	0.002	CD_X	SC1_X
